	airport1_km	airport2_km	info	latitude	longitude	person_count	price	room_size	score	sightseen_count	url	votes
281	96.7	50.4	"
Двухместный номер с 1 кроватью или 2 отдельными кроватями
"	39.909442025	3.08562666178	2.0	11691.0		9.0	7.0	/hotel/es/hoposa-bahia.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388914d9e601b0;srepoch=1512761387;highlighted_blocks=4701601_91457594_0_1_0;all_sr_blocks=4701601_91457594_0_1_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=12;hapos=282;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX282;from=searchresults;highlight_room=#hotelTmpl	488.0
282		47.1	"
Двухместный номер с 2 отдельными кроватями
"	39.3751713729	3.23107481003	2.0	15308.0	15.0	8.0	10.0	/hotel/es/gran-costa-costa-del-sur.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388914d9e601b0;srepoch=1512761387;highlighted_blocks=43907731_108218705_2_17_0;all_sr_blocks=43907731_108218705_2_17_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=13;hapos=283;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX283;from=searchresults;highlight_room=#hotelTmpl	230.0
283		24.6	"
Двухместный номер с 1 кроватью или 2 отдельными кроватями
"	39.7681125068	2.71232496442	2.0	22321.0		9.7	5.0	/hotel/es/1902.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388914d9e601b0;srepoch=1512761387;highlighted_blocks=211608306_97230171_0_1_0;all_sr_blocks=211608306_97230171_0_1_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=14;hapos=284;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX284;from=searchresults;highlight_room=#hotelTmpl	64.0
284		2.9	"
Апартаменты
"	39.5224149692	2.74074599144	4.0	28752.0	61.0	7.9	10.0	/hotel/es/aparthotel-plaza-son-rigo.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388914d9e601b0;srepoch=1512761387;highlighted_blocks=9713011_88196688_4_34_0;all_sr_blocks=9713011_88196688_4_34_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=15;hapos=285;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX285;from=searchresults;highlight_room=#hotelTmpl	594.0
285	93.9	46.2	"
Двухместный номер с 2 отдельными кроватями
"	39.8368983423	3.11834692955	2.0	8231.0		8.4	7.0	/hotel/es/stil-delfin-azul.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388916126e0008;srepoch=1512761390;highlighted_blocks=1319604_100573837_0_1_0;all_sr_blocks=1319604_100573837_0_1_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=1;hapos=286;dest_type=region;dest_id=767;higher_class_available=1;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX286;from=searchresults;highlight_room=#hotelTmpl	115.0
286	70.1	62.0	"
Двухместный номер с 1 кроватью
"	39.7226341682	3.41932833195	2.0	34039.0		8.9	4.0	/hotel/es/casesdesonbarbassa.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388916126e0008;srepoch=1512761390;highlighted_blocks=9049005_106833638_0_41_0;all_sr_blocks=9049005_106833638_0_41_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=2;hapos=287;dest_type=region;dest_id=767;higher_class_available=1;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX287;from=searchresults;highlight_room=#hotelTmpl	111.0
287	67.5	64.5	"
Двухместный номер с 1 кроватью
"	39.7064231667	3.4557902813	2.0	23269.0		8.3	2.0	/hotel/es/serranopalace.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388916126e0008;srepoch=1512761390;highlighted_blocks=9063802_100762441_0_17_0;all_sr_blocks=9063802_100762441_0_17_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=3;hapos=288;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX288;from=searchresults;highlight_room=#hotelTmpl	38.0
288		27.0	"
Двухместный номер с 1 кроватью
"	39.4970453148	3.03825080395	2.0	15959.0		8.8	1.0	/hotel/es/rural-sa-bassa-rotja.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388916126e0008;srepoch=1512761390;highlighted_blocks=18940905_107975681_0_2_0;all_sr_blocks=18940905_107975681_0_2_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=4;hapos=289;dest_type=region;dest_id=767;higher_class_available=1;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX289;from=searchresults;highlight_room=#hotelTmpl	92.0
289	79.8	52.2	"
Двухместный номер Делюкс с 1 кроватью
"	39.6846106061	3.31454515457	2.0	20228.0		8.8	6.0	/hotel/es/finca-can-canti.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388916126e0008;srepoch=1512761390;highlighted_blocks=209598007_95793178_0_42_0;all_sr_blocks=209598007_95793178_0_42_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=5;hapos=290;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX290;from=searchresults;highlight_room=#hotelTmpl	27.0
290		8.7	"
Двухместный номер с 1 кроватью
"	39.5703615204	2.63319700956	2.0	24031.0		7.9	10.0	/hotel/es/achotelsciutatdepalma.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388916126e0008;srepoch=1512761390;highlighted_blocks=9136201_93709325_0_2_0;all_sr_blocks=9136201_93709325_0_2_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=6;hapos=291;dest_type=region;dest_id=767;higher_class_available=1;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX291;from=searchresults;highlight_room=#hotelTmpl	240.0
291		10.5	"
Двухместный номер с 1 кроватью или 2 отдельными кроватями
"	39.55236623	2.60825246572	2.0	26394.0		8.7	10.0	/hotel/es/nixepalace.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388916126e0008;srepoch=1512761390;highlighted_blocks=9102601_88190426_0_34_0;all_sr_blocks=9102601_88190426_0_34_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=7;hapos=292;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX292;from=searchresults;highlight_room=#hotelTmpl	674.0
292		9.0	"
Двухместный номер с 1 кроватью или 2 отдельными кроватями
"	39.5635227228	2.6273176074	2.0	19331.0		8.2	10.0	/hotel/es/meliapalasatenea.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388916126e0008;srepoch=1512761390;highlighted_blocks=9811001_91989354_0_2_0;all_sr_blocks=9811001_91989354_0_2_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=8;hapos=293;dest_type=region;dest_id=767;higher_class_available=1;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX293;from=searchresults;highlight_room=#hotelTmpl	1316.0
293		3.1	"
Двухместный номер с 1 кроватью или 2 отдельными кроватями
"	39.52074217	2.74145007131	2.0	20158.0		8.9	10.0	/hotel/es/pure-salt-garonda.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388916126e0008;srepoch=1512761390;highlighted_blocks=9191012_103464571_0_33_0;all_sr_blocks=9191012_103464571_0_33_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=9;hapos=294;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX294;from=searchresults;highlight_room=#hotelTmpl	763.0
294		23.1	"
Двухместный номер с 1 кроватью
"	39.7453648285	2.65068233013	2.0	14509.0		8.5	10.0	/hotel/es/hostal-miramar-deia.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388916126e0008;srepoch=1512761390;highlighted_blocks=38439501_94454063_0_1_0;all_sr_blocks=38439501_94454063_0_1_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=10;hapos=295;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX295;from=searchresults;highlight_room=#hotelTmpl	291.0
295		30.9	"
Двухместный номер с 1 кроватью
"	39.784103523	2.9194316268	2.0	23576.0		9.1	7.0	/hotel/es/fincahotel-can-beneit-binibona1.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388916126e0008;srepoch=1512761390;highlighted_blocks=138940501_108312655_2_1_0;all_sr_blocks=138940501_108312655_2_1_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=11;hapos=296;dest_type=region;dest_id=767;higher_class_available=1;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX296;from=searchresults;highlight_room=#hotelTmpl	51.0
296	97.2	49.7	"
Двухместный номер с 2 отдельными кроватями
"	39.9051912764	3.07977676392	2.0	8370.0		6.9	7.0	/hotel/es/hostal-paris-pollenassa.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388916126e0008;srepoch=1512761390;highlighted_blocks=1431802_102030207_0_1_0;all_sr_blocks=1431802_102030207_0_1_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=12;hapos=297;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX297;from=searchresults;highlight_room=#hotelTmpl	629.0
297		7.0	"
Номер-студио
"	39.5681522955	2.65347987413	2.0	18205.0		9.2	10.0	/hotel/es/sol-13.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388916126e0008;srepoch=1512761390;highlighted_blocks=83031103_100262019_2_0_0;all_sr_blocks=83031103_100262019_2_0_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=13;hapos=298;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX298;from=searchresults;highlight_room=#hotelTmpl	394.0
298		1.9	"
Апартаменты
"	39.5302218672	2.73158892986	5.0	21972.0		7.1	10.0	/hotel/es/raxa.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388916126e0008;srepoch=1512761390;highlighted_blocks=29640004_105532305_0_2_0;all_sr_blocks=29640004_105532305_0_2_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=14;hapos=299;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX299;from=searchresults;highlight_room=#hotelTmpl	386.0
299		7.6	"
Двухместный номер с 2 отдельными кроватями
"	39.5828040238	2.65491485596	2.0	9765.0		7.7	10.0	/hotel/es/abelay.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388916126e0008;srepoch=1512761390;highlighted_blocks=17390602_100947164_0_2_0;all_sr_blocks=17390602_100947164_0_2_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=15;hapos=300;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX300;from=searchresults;highlight_room=#hotelTmpl	629.0
300		24.0	"
Двухместный номер с 1 кроватью или 2 отдельными кроватями
"	39.5386378699	2.45071023703	2.0	11216.0		8.7	10.0	/hotel/es/hostal-residencia-diamante.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388917f97300b5;srepoch=1512761393;highlighted_blocks=1386702_95138235_0_1_0;all_sr_blocks=1386702_95138235_0_1_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=1;hapos=301;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX301;from=searchresults;highlight_room=#hotelTmpl	73.0
301	70.3	62.0	"
Трехместный номер
"	39.6583570541	3.44079173943	3.0	18136.0	30.0	8.6	5.0	/hotel/es/hostal-es-raco-de-canyamel.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388917f97300b5;srepoch=1512761393;highlighted_blocks=110900814_105271103_0_34_0;all_sr_blocks=110900814_105271103_0_34_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=2;hapos=302;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX302;from=searchresults;highlight_room=#hotelTmpl	119.0
302	78.2	54.2	"
Двухместный номер с 1 кроватью
"	39.6358340286	3.35359811783	2.0	19531.0		9.0	7.0	/hotel/es/ses-cases-de-fetget.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388917f97300b5;srepoch=1512761393;highlighted_blocks=32920901_97914340_0_1_0;all_sr_blocks=32920901_97914340_0_1_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=3;hapos=303;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX303;from=searchresults;highlight_room=#hotelTmpl	152.0
303		28.5	"
Двухместный номер с 1 кроватью
"	39.8022926212	2.69579708576	2.0	48499.0		9.3		/hotel/es/jumeirah-port-soller.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388917f97300b5;srepoch=1512761393;highlighted_blocks=35366311_88406023_2_33_0;all_sr_blocks=35366311_88406023_2_33_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=4;hapos=304;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX304;from=searchresults;highlight_room=#hotelTmpl	316.0
304	96.8	50.3	"
Двухместный номер с 2 отдельными кроватями
"	39.9085346995	3.0848005414	2.0	14564.0		8.9	7.0	/hotel/es/sis-pins.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388917f97300b5;srepoch=1512761393;highlighted_blocks=25105003_88495895_0_1_0;all_sr_blocks=25105003_88495895_0_1_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=5;hapos=305;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX305;from=searchresults;highlight_room=#hotelTmpl	626.0
305		34.0	"
Апартаменты
"	39.3178902273	2.99230791863	2.0	7673.0	45.0	7.4	10.0	/hotel/es/apartamentos-lago.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388917f97300b5;srepoch=1512761393;highlighted_blocks=107906202_94581559_2_0_0;all_sr_blocks=107906202_94581559_2_0_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=6;hapos=306;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX306;from=searchresults;highlight_room=#hotelTmpl	47.0
306	77.7	55.9	"
Двухместный номер с 1 кроватью
"	39.5938419424	3.38064551353	2.0	12028.0		8.2	6.0	/hotel/es/cala-millor-garden.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388917f97300b5;srepoch=1512761393;highlighted_blocks=9385101_97058763_0_17_0;all_sr_blocks=9385101_97058763_0_17_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=7;hapos=307;dest_type=region;dest_id=767;higher_class_available=1;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX307;from=searchresults;highlight_room=#hotelTmpl	56.0
307		1.8	"
Двухместный номер с 2 отдельными кроватями
"	39.5350447796	2.71669307894	2.0	13769.0		7.7	10.0	/hotel/es/las-arenas-ca-n-pastilla-palma.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388917f97300b5;srepoch=1512761393;highlighted_blocks=1485708_105758911_0_17_0;all_sr_blocks=1485708_105758911_0_17_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=8;hapos=308;dest_type=region;dest_id=767;higher_class_available=1;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX308;from=searchresults;highlight_room=#hotelTmpl	320.0
308		6.2	"
Двухместный номер с 1 кроватью
"	39.5679123	2.6636271	2.0	10032.0		7.6	10.0	/hotel/es/pop-art.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388917f97300b5;srepoch=1512761393;highlighted_blocks=229163901_99668085_0_2_0;all_sr_blocks=229163901_99668085_0_2_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=9;hapos=309;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX309;from=searchresults;highlight_room=#hotelTmpl	584.0
309		26.9	"
Двухместный номер с 1 кроватью
"	39.4873478766	3.03421407938	2.0	14181.0		8.8	2.0	/hotel/es/son-mercadal.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388917f97300b5;srepoch=1512761393;highlighted_blocks=9337213_93709667_0_0_0;all_sr_blocks=9337213_93709667_0_0_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=10;hapos=310;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX310;from=searchresults;highlight_room=#hotelTmpl	79.0
310		24.0	"
Двухместный номер с 2 отдельными кроватями
"	39.539689698	2.45119303465	2.0	10044.0		8.6	10.0	/hotel/es/villa-columbus.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388917f97300b5;srepoch=1512761393;highlighted_blocks=27232602_103261925_0_1_0;all_sr_blocks=27232602_103261925_0_1_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=11;hapos=311;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX311;from=searchresults;highlight_room=#hotelTmpl	199.0
311	92.5	47.8	"
Люкс
"	39.8443102812	3.13494443893	2.0	51463.0		9.0	2.0	/hotel/es/viva-zafiro-alcudia.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388917f97300b5;srepoch=1512761393;highlighted_blocks=119460039_93911339_2_17_0;all_sr_blocks=119460039_93911339_2_17_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=12;hapos=312;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX312;from=searchresults;highlight_room=#hotelTmpl	365.0
312	69.4	62.5	"
Апартаменты
"	39.7023125555	3.43384981155	3.0	20228.0	130.0	9.0	4.0	/hotel/es/orient-capdepera.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388917f97300b5;srepoch=1512761393;highlighted_blocks=78961303_108316462_0_0_0;all_sr_blocks=78961303_108316462_0_0_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=13;hapos=313;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX313;from=searchresults;highlight_room=#hotelTmpl	65.0
313		24.2	"
Двухместный номер с 1 кроватью или 2 отдельными кроватями
"	39.7645810314	2.7129471302	2.0	21847.0		8.9	5.0	/hotel/es/caa-l-bisbe.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388917f97300b5;srepoch=1512761393;highlighted_blocks=37492901_106007874_0_1_0;all_sr_blocks=37492901_106007874_0_1_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=14;hapos=314;dest_type=region;dest_id=767;higher_class_available=1;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX314;from=searchresults;highlight_room=#hotelTmpl	387.0
314		7.4	"
Двухместный номер с 1 кроватью
"	39.5723674527	2.65108492757	2.0	34597.0		9.3	10.0	/hotel/es/art-palma.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388917f97300b5;srepoch=1512761393;highlighted_blocks=140115201_88512235_2_0_0;all_sr_blocks=140115201_88512235_2_0_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=15;hapos=315;dest_type=region;dest_id=767;higher_class_available=1;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX315;from=searchresults;highlight_room=#hotelTmpl	251.0
315	67.0	65.0	"
Двухместный номер с 2 отдельными кроватями
"	39.7196159135	3.4575176239	2.0	27650.0		9.6	3.0	/hotel/es/mar-azul.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388919eac50129;srepoch=1512761396;highlighted_blocks=1288814_91943481_0_17_0;all_sr_blocks=1288814_91943481_0_17_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=1;hapos=316;dest_type=region;dest_id=767;higher_class_available=1;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX316;from=searchresults;highlight_room=#hotelTmpl	16.0
