	airport1_km	airport2_km	info	latitude	longitude	person_count	price	room_size	score	sightseen_count	url	votes
120		11.5	"
Двухместный номер с 1 кроватью
"	39.5437810231	2.59617447853	2.0	32609.0		9.0	10.0	/hotel/es/melia-de-mar.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388905da48018d;srepoch=1512761356;highlighted_blocks=9425901_91989287_0_34_0;all_sr_blocks=9425901_91989287_0_34_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=1;hapos=121;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX121;from=searchresults;highlight_room=#hotelTmpl	247.0
121		22.3	"
Двухместный номер с 1 кроватью или 2 отдельными кроватями
"	39.49255382	2.48012065887	2.0	37827.0		9.0	10.0	/hotel/es/macportadriano.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388905da48018d;srepoch=1512761356;highlighted_blocks=9144014_103428068_0_33_0;all_sr_blocks=9144014_103428068_0_33_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=2;hapos=122;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX122;from=searchresults;highlight_room=#hotelTmpl	342.0
122	93.6	47.6	"
Двухместный номер с 1 кроватью
"	39.8526235775	3.12176942825	2.0	13811.0		8.8	7.0	/hotel/es/can-pere.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388905da48018d;srepoch=1512761356;highlighted_blocks=2272801_95146862_0_1_0;all_sr_blocks=2272801_95146862_0_1_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=3;hapos=123;dest_type=region;dest_id=767;higher_class_available=1;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX123;from=searchresults;highlight_room=#hotelTmpl	322.0
123	96.0	50.9	"
Номер-студио
"	39.9109994695	3.0936062336	3.0	10785.0	20.0	8.8	6.0	/hotel/es/pollensamar-apartamentos.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388905da48018d;srepoch=1512761356;highlighted_blocks=4236702_91456977_0_0_0;all_sr_blocks=4236702_91456977_0_0_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=4;hapos=124;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX124;from=searchresults;highlight_room=#hotelTmpl	264.0
124		24.8	"
Апартаменты
"	39.7219950436	2.9109005932	4.0	5580.0	45.0	9.0	6.0	/hotel/es/palmer2a.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388905da48018d;srepoch=1512761356;highlighted_blocks=219261801_100466041_4_0_0;all_sr_blocks=219261801_100466041_4_0_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=5;hapos=125;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX125;from=searchresults;highlight_room=#hotelTmpl	23.0
125	77.3	56.2	"
Двухместный номер с 2 отдельными кроватями
"	39.6001765826	3.38294416666	2.0	4883.0		8.1	6.0	/hotel/es/saturno.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388905da48018d;srepoch=1512761356;highlighted_blocks=39471301_101126544_0_0_0;all_sr_blocks=39471301_101126544_0_0_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=6;hapos=126;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX126;from=searchresults;highlight_room=#hotelTmpl	418.0
126		23.4	"
Двухместный номер с 1 кроватью или 2 отдельными кроватями
"	39.5362921429	2.45806217194	2.0	11858.0		8.4	10.0	/hotel/es/bahia-peguera.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388905da48018d;srepoch=1512761356;highlighted_blocks=18889301_88203266_2_34_0;all_sr_blocks=18889301_88203266_2_34_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=7;hapos=127;dest_type=region;dest_id=767;higher_class_available=1;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX127;from=searchresults;highlight_room=#hotelTmpl	631.0
127		8.8	"
Двухместный номер с 1 кроватью или 2 отдельными кроватями
"	39.5683693961	2.63134092093	2.0	17258.0		8.2	10.0	/hotel/es/trypbellver.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388905da48018d;srepoch=1512761356;highlighted_blocks=9165201_91989104_0_0_0;all_sr_blocks=9165201_91989104_0_0_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=8;hapos=128;dest_type=region;dest_id=767;higher_class_available=1;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX128;from=searchresults;highlight_room=#hotelTmpl	2309.0
128		24.1	"
Двухместный номер с 2 отдельными кроватями
"	39.5389202206	2.44992703199	2.0	17229.0		8.3	10.0	/hotel/es/grupotel-nilo-spa.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388905da48018d;srepoch=1512761356;highlighted_blocks=2596601_99580844_0_33_0;all_sr_blocks=2596601_99580844_0_33_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=9;hapos=129;dest_type=region;dest_id=767;higher_class_available=1;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX129;from=searchresults;highlight_room=#hotelTmpl	168.0
129	97.2	49.0	"
Двухместный номер с 1 кроватью или 2 отдельными кроватями
"	39.8978948461	3.07885408401	2.0	11265.0		8.0	7.0	/hotel/es/romantic.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388905da48018d;srepoch=1512761356;highlighted_blocks=27512401_88206093_0_41_0;all_sr_blocks=27512401_88206093_0_41_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=10;hapos=130;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX130;from=searchresults;highlight_room=#hotelTmpl	251.0
130		21.0	"
Двухместный номер с 1 кроватью или 2 отдельными кроватями
"	39.734423282	2.76030689478	2.0	15346.0		8.4	10.0	/hotel/es/daltmuntanya.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388905da48018d;srepoch=1512761356;highlighted_blocks=28854201_104395103_0_1_0;all_sr_blocks=28854201_104395103_0_1_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=11;hapos=131;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX131;from=searchresults;highlight_room=#hotelTmpl	347.0
131		9.3	"
Двухместный номер с 2 отдельными кроватями
"	39.5696347686	2.62554466724	2.0	12304.0		8.2	10.0	/hotel/es/araxa.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388905da48018d;srepoch=1512761356;highlighted_blocks=9079103_88190024_0_1_0;all_sr_blocks=9079103_88190024_0_1_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=12;hapos=132;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX132;from=searchresults;highlight_room=#hotelTmpl	1004.0
132	97.1	49.6	"
Двухместный номер с 1 кроватью
"	39.9032190304	3.08062233069	2.0	13811.0		9.1	7.0	/hotel/es/la-goleta-de-mar-adults-only.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388905da48018d;srepoch=1512761356;highlighted_blocks=132386209_86126528_0_1_0;all_sr_blocks=132386209_86126528_0_1_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=13;hapos=133;dest_type=region;dest_id=767;higher_class_available=1;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX133;from=searchresults;highlight_room=#hotelTmpl	531.0
133	97.9	45.0	"
Двухместный номер с 1 кроватью
"	39.4243740226	3.229637146	2.0	26506.0		9.2	8.0	/hotel/es/ca-39-n-gaia.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388905da48018d;srepoch=1512761356;highlighted_blocks=212566902_108086014_2_1_0;all_sr_blocks=212566902_108086014_2_1_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=14;hapos=134;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX134;from=searchresults;highlight_room=#hotelTmpl	46.0
134		2.1	"
Двухместный номер с 1 кроватью
"	39.5356498467	2.71158505571	2.0	14578.0		8.6	10.0	/hotel/es/js-palma-stay.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388905da48018d;srepoch=1512761356;highlighted_blocks=19179103_94323880_0_0_0;all_sr_blocks=19179103_94323880_0_0_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=15;hapos=135;dest_type=region;dest_id=767;higher_class_available=1;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX135;from=searchresults;highlight_room=#hotelTmpl	1027.0
135		22.4	"
Люкс
"	39.5223371521	2.47094213963	2.0	17321.0		8.1	10.0	/hotel/es/fergus-style-cala-blanca.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=1838890672d20494;srepoch=1512761359;highlighted_blocks=9327308_88493521_0_1_0;all_sr_blocks=9327308_88493521_0_1_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=1;hapos=136;dest_type=region;dest_id=767;higher_class_available=1;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX136;from=searchresults;highlight_room=#hotelTmpl	64.0
136		32.3	"
Номер-студио
"	39.5769019433	2.35510021448	2.0	7659.0	30.0	8.4	10.0	/hotel/es/aparthotel-don-camilo.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=1838890672d20494;srepoch=1512761359;highlighted_blocks=45031701_88209627_0_34_0;all_sr_blocks=45031701_88209627_0_34_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=2;hapos=137;dest_type=region;dest_id=767;higher_class_available=1;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX137;from=searchresults;highlight_room=#hotelTmpl	520.0
137		28.0	"
Двухместный номер с 1 кроватью или 2 отдельными кроватями
"	39.7972521397	2.69607067108	2.0	12179.0		7.4	5.0	/hotel/es/miramar-puerto-de-soller.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=1838890672d20494;srepoch=1512761359;highlighted_blocks=17559702_88197189_0_0_0;all_sr_blocks=17559702_88197189_0_0_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=3;hapos=138;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX138;from=searchresults;highlight_room=#hotelTmpl	1108.0
138		1.7	"
Апартаменты
"	39.5335150223	2.72324973896	2.0	20089.0	60.0	9.7	10.0	/hotel/es/apartaments-delfin.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=1838890672d20494;srepoch=1512761359;highlighted_blocks=46570901_91930022_2_0_0;all_sr_blocks=46570901_91930022_2_0_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=4;hapos=139;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX139;from=searchresults;highlight_room=#hotelTmpl	282.0
139	98.1	44.2	"
Апартаменты
"	39.4299666562	3.22218060493	3.0	24483.0	40.0	8.7	8.0	/hotel/es/sa-nau.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=1838890672d20494;srepoch=1512761359;highlighted_blocks=171982103_90217853_3_2_0;all_sr_blocks=171982103_90217853_3_2_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=5;hapos=140;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX140;from=searchresults;highlight_room=#hotelTmpl	178.0
140		26.3	"
Двухместный номер с 1 кроватью
"	39.4683490299	3.01927238681	2.0	30691.0		9.3	1.0	/hotel/es/son-bernadinet.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=1838890672d20494;srepoch=1512761359;highlighted_blocks=23875001_107987478_0_33_0;all_sr_blocks=23875001_107987478_0_33_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=6;hapos=141;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX141;from=searchresults;highlight_room=#hotelTmpl	86.0
141	67.3	64.6	"
Двухместный номер с 1 кроватью или 2 отдельными кроватями
"	39.7125343245	3.45575874399	2.0	9330.0		8.3	3.0	/hotel/es/sensity-chillout-cala-ratjada.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=1838890672d20494;srepoch=1512761359;highlighted_blocks=141248701_86836832_0_1_0;all_sr_blocks=141248701_86836832_0_1_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=7;hapos=142;dest_type=region;dest_id=767;higher_class_available=1;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX142;from=searchresults;highlight_room=#hotelTmpl	158.0
142		47.3	"
Люкс
"	39.36496135	3.22755038738	2.0	15081.0	30.0	8.0	10.0	/hotel/es/apartamentos-la-mirada.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=1838890672d20494;srepoch=1512761359;highlighted_blocks=43907814_108218696_2_17_0;all_sr_blocks=43907814_108218696_2_17_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=8;hapos=143;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX143;from=searchresults;highlight_room=#hotelTmpl	233.0
143		16.4	"
Апартаменты
"	39.5250340323	2.54200391471	3.0	11346.0	46.0	7.2	10.0	/hotel/es/apartamentos-roc-portonova.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=1838890672d20494;srepoch=1512761359;highlighted_blocks=9290001_88405423_3_0_0;all_sr_blocks=9290001_88405423_3_0_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=9;hapos=144;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX144;from=searchresults;highlight_room=#hotelTmpl	323.0
144		24.4	"
Двухместный номер с 2 отдельными кроватями
"	39.5385168622	2.4464187026	2.0	8538.0		7.7	10.0	/hotel/es/torapaguera.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=1838890672d20494;srepoch=1512761359;highlighted_blocks=9150302_88191278_0_34_0;all_sr_blocks=9150302_88191278_0_34_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=10;hapos=145;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX145;from=searchresults;highlight_room=#hotelTmpl	149.0
145		46.9	"
Двухместный номер с 2 отдельными кроватями
"	39.3766267967	3.22941825337	2.0	6278.0		8.0	10.0	/hotel/es/hostal-tbaida.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=1838890672d20494;srepoch=1512761359;highlighted_blocks=139345701_99368669_2_0_0;all_sr_blocks=139345701_99368669_2_0_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=11;hapos=146;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX146;from=searchresults;highlight_room=#hotelTmpl	147.0
146		7.7	"
Двухместный номер с 2 отдельными кроватями
"	39.5689628008	2.64575779438	2.0	9765.0		8.2	10.0	/hotel/es/hostal-ritzi.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=1838890672d20494;srepoch=1512761359;highlighted_blocks=37824301_106973275_0_1_0;all_sr_blocks=37824301_106973275_0_1_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=12;hapos=147;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX147;from=searchresults;highlight_room=#hotelTmpl	1051.0
147		27.6	"
Двухместный номер с 1 кроватью или 2 отдельными кроватями
"	39.7554307999	2.90546089389	2.0	23716.0		9.5	5.0	/hotel/es/hort-de-cas-misser.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=1838890672d20494;srepoch=1512761359;highlighted_blocks=23656401_101460090_0_41_0;all_sr_blocks=23656401_101460090_0_41_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=13;hapos=148;dest_type=region;dest_id=767;higher_class_available=1;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX148;from=searchresults;highlight_room=#hotelTmpl	101.0
148	66.6	65.3	"
Двухместный номер с 2 отдельными кроватями
"	39.7128247	3.464028	2.0	4520.0		6.4	3.0	/hotel/es/casa-bauza.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=1838890672d20494;srepoch=1512761359;highlighted_blocks=128545501_92049803_0_1_0;all_sr_blocks=128545501_92049803_0_1_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=14;hapos=149;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX149;from=searchresults;highlight_room=#hotelTmpl	302.0
149		29.0	"
Апартаменты
"	39.6721585276	3.02871018648	2.0	11160.0		7.7	2.0	/hotel/es/sa-casa-rotja.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=1838890672d20494;srepoch=1512761359;highlighted_blocks=29666901_106219987_2_2_0;all_sr_blocks=29666901_106219987_2_2_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=15;hapos=150;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX150;from=searchresults;highlight_room=#hotelTmpl	87.0
150		30.9	"
Двухместный номер с 1 кроватью или 2 отдельными кроватями
"	39.7838351578	2.92037844658	2.0	25111.0		9.3	7.0	/hotel/es/finca-binibona-parc-natural.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388908faaf009e;srepoch=1512761362;highlighted_blocks=9436501_101127403_0_34_0;all_sr_blocks=9436501_101127403_0_34_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=1;hapos=151;dest_type=region;dest_id=767;higher_class_available=1;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX151;from=searchresults;highlight_room=#hotelTmpl	170.0
151		26.7	"
Апартаменты
"	39.5391477552	2.41942763329	2.0	15639.0	45.0	8.6	10.0	/hotel/es/aparthotel-bahia-camp-de-mar.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388908faaf009e;srepoch=1512761362;highlighted_blocks=25723603_88496224_2_0_0;all_sr_blocks=25723603_88496224_2_0_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=2;hapos=152;dest_type=region;dest_id=767;higher_class_available=1;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX152;from=searchresults;highlight_room=#hotelTmpl	588.0
152		13.7	"
Двухместный номер с 1 кроватью
"	39.4842779468	2.86725059152	2.0	24553.0		8.7	2.0	/hotel/es/gran-son-julia.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388908faaf009e;srepoch=1512761362;highlighted_blocks=9353801_83523237_0_1_0;all_sr_blocks=9353801_83523237_0_1_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=3;hapos=153;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX153;from=searchresults;highlight_room=#hotelTmpl	113.0
153		22.4	"
Апартаменты
"	39.520013634	2.47224032879	3.0	8217.0	40.0	7.6	10.0	/hotel/es/trh-jardin-del-mar.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388908faaf009e;srepoch=1512761362;highlighted_blocks=9450306_88196100_0_0_0;all_sr_blocks=9450306_88196100_0_0_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=4;hapos=154;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX154;from=searchresults;highlight_room=#hotelTmpl	541.0
154		27.3	"
Двухместный номер с 1 кроватью или 2 отдельными кроватями
"	39.7547497303	2.90187120438	2.0	19531.0		9.5	6.0	/hotel/es/cancota-boutique-hotel.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388908faaf009e;srepoch=1512761362;highlighted_blocks=117389607_102885197_2_1_0;all_sr_blocks=117389607_102885197_2_1_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=5;hapos=155;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX155;from=searchresults;highlight_room=#hotelTmpl	83.0
155		22.1	"
Двухместный номер с 1 кроватью
"	39.6342034662	2.96261273803	2.0	14648.0		9.1	2.0	/hotel/es/can-porreti-agroturisme.ru.html?aid=304142;label=gen173nr-1DCAEoggJCAlhYSDNYBGjCAYgBAZgBIcIBA3gxMcgBDNgBA-gBAZICAXmoAgM;sid=de0071730141be941d8146f5e4df4552;checkin=2018-04-06;checkout=2018-04-08;ucfs=1;srpvid=18388908faaf009e;srepoch=1512761362;highlighted_blocks=170786901_104429044_2_1_0;all_sr_blocks=170786901_104429044_2_1_0;bshb=2;room1=A%2CA;nflt=oos%3D1;hpos=6;hapos=156;dest_type=region;dest_id=767;srfid=af68fea0b05f423442e32e182ba10dcc969a817fX156;from=searchresults;highlight_room=#hotelTmpl	58.0
